output_path,url,title,title_length,meta_description,description_length,canonical,robots,h1_count,h2_count,word_count,internal_links,external_links,broken_local_links,image_count,images_missing_alt,jsonld_types,og_title,og_description,og_image,twitter_card,sitemap_included,llms_included,source_status,source_verified,classification
agent-skills/skills/acceptance-criteria/SKILL/index.html,https://dkharlanau.github.io/agent-skills/skills/acceptance-criteria/SKILL/,Acceptance Criteria,19,"Use when a requirement is approved and ready for implementation, but no one has defined how to verify it. Produces testable pass/fail standards with Given/When/",160,https://dkharlanau.github.io/agent-skills/skills/acceptance-criteria/SKILL/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,10,1024,11,0,0,0,0,"WebSite, WebPage",Acceptance Criteria,"Use when a requirement is approved and ready for implementation, but no one has defined how to verify it. Produces testable pass/fail standards with Given/When/Then scenarios, edge cases, and non-func",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/acceptance-criteria/references/examples/index.html,https://dkharlanau.github.io/agent-skills/skills/acceptance-criteria/references/examples/,Acceptance Criteria — Examples,30,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/acceptance-criteria/references/examples/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,698,11,0,0,0,0,"WebSite, WebPage",Acceptance Criteria — Examples,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/acceptance-criteria/references/method/index.html,https://dkharlanau.github.io/agent-skills/skills/acceptance-criteria/references/method/,Acceptance Criteria — Detailed Method,37,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/acceptance-criteria/references/method/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,2,742,11,0,0,0,0,"WebSite, WebPage",Acceptance Criteria — Detailed Method,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/acceptance-criteria/references/templates/index.html,https://dkharlanau.github.io/agent-skills/skills/acceptance-criteria/references/templates/,Acceptance Criteria — Templates,31,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/acceptance-criteria/references/templates/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,3,487,11,0,0,0,0,"WebSite, WebPage",Acceptance Criteria — Templates,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/architecture-decision-record/SKILL/index.html,https://dkharlanau.github.io/agent-skills/skills/architecture-decision-record/SKILL/,Architecture Decision Record,28,"Use when choosing between two or more technical approaches where the choice will be hard to reverse, or when a design review, audit, or new team member question",160,https://dkharlanau.github.io/agent-skills/skills/architecture-decision-record/SKILL/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,10,1141,11,0,0,0,0,"WebSite, WebPage",Architecture Decision Record,"Use when choosing between two or more technical approaches where the choice will be hard to reverse, or when a design review, audit, or new team member questions a past architectural choice. Produces",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/architecture-decision-record/references/examples/index.html,https://dkharlanau.github.io/agent-skills/skills/architecture-decision-record/references/examples/,Architecture Decision Record — Examples,39,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/architecture-decision-record/references/examples/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,766,11,0,0,0,0,"WebSite, WebPage",Architecture Decision Record — Examples,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/architecture-decision-record/references/method/index.html,https://dkharlanau.github.io/agent-skills/skills/architecture-decision-record/references/method/,Architecture Decision Record — Detailed Method,46,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/architecture-decision-record/references/method/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,2,828,11,0,0,0,0,"WebSite, WebPage",Architecture Decision Record — Detailed Method,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/architecture-decision-record/references/templates/index.html,https://dkharlanau.github.io/agent-skills/skills/architecture-decision-record/references/templates/,Architecture Decision Record — Templates,40,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/architecture-decision-record/references/templates/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,503,11,0,0,0,0,"WebSite, WebPage",Architecture Decision Record — Templates,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/change-impact-analysis/SKILL/index.html,https://dkharlanau.github.io/agent-skills/skills/change-impact-analysis/SKILL/,Change Impact Analysis,22,"Use when assessing impact before applying a transport, configuration change, master data update, or interface schema modification. Produces a Change Impact Asse",160,https://dkharlanau.github.io/agent-skills/skills/change-impact-analysis/SKILL/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,10,1259,11,0,0,0,0,"WebSite, WebPage",Change Impact Analysis,"Use when assessing impact before applying a transport, configuration change, master data update, or interface schema modification. Produces a Change Impact Assessment that lists affected systems, data",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/change-impact-analysis/references/examples/index.html,https://dkharlanau.github.io/agent-skills/skills/change-impact-analysis/references/examples/,Change Impact Analysis — Examples,33,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/change-impact-analysis/references/examples/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,735,11,0,0,0,0,"WebSite, WebPage",Change Impact Analysis — Examples,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/change-impact-analysis/references/method/index.html,https://dkharlanau.github.io/agent-skills/skills/change-impact-analysis/references/method/,Change Impact Analysis — Detailed Method,40,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/change-impact-analysis/references/method/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,2,735,11,0,0,0,0,"WebSite, WebPage",Change Impact Analysis — Detailed Method,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/change-impact-analysis/references/templates/index.html,https://dkharlanau.github.io/agent-skills/skills/change-impact-analysis/references/templates/,Change Impact Analysis — Templates,34,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/change-impact-analysis/references/templates/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,631,11,0,0,0,0,"WebSite, WebPage",Change Impact Analysis — Templates,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/data-governance-ownership/SKILL/index.html,https://dkharlanau.github.io/agent-skills/skills/data-governance-ownership/SKILL/,Data Governance Ownership,25,"Use when data ownership is unclear, data rules are unenforced, multiple systems claim the same source of truth, or a governance gap is blocking a project, audit",160,https://dkharlanau.github.io/agent-skills/skills/data-governance-ownership/SKILL/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,10,1171,11,0,0,0,0,"WebSite, WebPage",Data Governance Ownership,"Use when data ownership is unclear, data rules are unenforced, multiple systems claim the same source of truth, or a governance gap is blocking a project, audit, or integration. Do not use for technic",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/data-governance-ownership/references/examples/index.html,https://dkharlanau.github.io/agent-skills/skills/data-governance-ownership/references/examples/,Data Governance Ownership — Examples,36,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/data-governance-ownership/references/examples/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,713,11,0,0,0,0,"WebSite, WebPage",Data Governance Ownership — Examples,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/data-governance-ownership/references/method/index.html,https://dkharlanau.github.io/agent-skills/skills/data-governance-ownership/references/method/,Data Governance Ownership — Detailed Method,43,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/data-governance-ownership/references/method/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,2,910,11,0,0,0,0,"WebSite, WebPage",Data Governance Ownership — Detailed Method,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/data-governance-ownership/references/templates/index.html,https://dkharlanau.github.io/agent-skills/skills/data-governance-ownership/references/templates/,Data Governance Ownership — Templates,37,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/data-governance-ownership/references/templates/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,619,11,0,0,0,0,"WebSite, WebPage",Data Governance Ownership — Templates,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/data-quality-root-cause/SKILL/index.html,https://dkharlanau.github.io/agent-skills/skills/data-quality-root-cause/SKILL/,Data Quality Root Cause,23,"Use when investigating recurring data defects, failed validations, bad master data, migration data errors, duplicate records, or SAP/business process failures c",160,https://dkharlanau.github.io/agent-skills/skills/data-quality-root-cause/SKILL/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,10,1265,11,0,0,0,0,"WebSite, WebPage",Data Quality Root Cause,"Use when investigating recurring data defects, failed validations, bad master data, migration data errors, duplicate records, or SAP/business process failures caused by missing, invalid, inconsistent,",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/data-quality-root-cause/references/examples/index.html,https://dkharlanau.github.io/agent-skills/skills/data-quality-root-cause/references/examples/,Data Quality Root Cause — Examples,34,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/data-quality-root-cause/references/examples/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,5,769,11,0,0,0,0,"WebSite, WebPage",Data Quality Root Cause — Examples,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/data-quality-root-cause/references/method/index.html,https://dkharlanau.github.io/agent-skills/skills/data-quality-root-cause/references/method/,Data Quality Root Cause — Detailed Method,41,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/data-quality-root-cause/references/method/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,2,898,11,0,0,0,0,"WebSite, WebPage",Data Quality Root Cause — Detailed Method,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/data-quality-root-cause/references/templates/index.html,https://dkharlanau.github.io/agent-skills/skills/data-quality-root-cause/references/templates/,Data Quality Root Cause — Templates,35,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/data-quality-root-cause/references/templates/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,685,11,0,0,0,0,"WebSite, WebPage",Data Quality Root Cause — Templates,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/incident-triage/SKILL/index.html,https://dkharlanau.github.io/agent-skills/skills/incident-triage/SKILL/,Incident Triage,15,Use when a ticket arrives with a vague subject like,51,https://dkharlanau.github.io/agent-skills/skills/incident-triage/SKILL/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,10,1154,11,0,0,0,0,"WebSite, WebPage",Incident Triage,Use when a ticket arrives with a vague subject like,https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/incident-triage/references/examples/index.html,https://dkharlanau.github.io/agent-skills/skills/incident-triage/references/examples/,Incident Triage — Examples,26,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/incident-triage/references/examples/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,740,11,0,0,0,0,"WebSite, WebPage",Incident Triage — Examples,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/incident-triage/references/method/index.html,https://dkharlanau.github.io/agent-skills/skills/incident-triage/references/method/,Incident Triage — Detailed Method,33,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/incident-triage/references/method/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,2,886,11,0,0,0,0,"WebSite, WebPage",Incident Triage — Detailed Method,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/incident-triage/references/templates/index.html,https://dkharlanau.github.io/agent-skills/skills/incident-triage/references/templates/,Incident Triage — Templates,27,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/incident-triage/references/templates/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,523,11,0,0,0,0,"WebSite, WebPage",Incident Triage — Templates,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/integration-observability/SKILL/index.html,https://dkharlanau.github.io/agent-skills/skills/integration-observability/SKILL/,Integration Observability,25,"Use when business users report missing data before any technical alert fires, when middleware logs show errors but no one reviews them, or when a new integratio",160,https://dkharlanau.github.io/agent-skills/skills/integration-observability/SKILL/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,10,1048,11,0,0,0,0,"WebSite, WebPage",Integration Observability,"Use when business users report missing data before any technical alert fires, when middleware logs show errors but no one reviews them, or when a new integration is going live without monitoring. Prod",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/integration-observability/references/examples/index.html,https://dkharlanau.github.io/agent-skills/skills/integration-observability/references/examples/,Integration Observability — Examples,36,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/integration-observability/references/examples/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,766,11,0,0,0,0,"WebSite, WebPage",Integration Observability — Examples,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/integration-observability/references/method/index.html,https://dkharlanau.github.io/agent-skills/skills/integration-observability/references/method/,Integration Observability — Detailed Method,43,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/integration-observability/references/method/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,2,768,11,0,0,0,0,"WebSite, WebPage",Integration Observability — Detailed Method,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/integration-observability/references/templates/index.html,https://dkharlanau.github.io/agent-skills/skills/integration-observability/references/templates/,Integration Observability — Templates,37,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/integration-observability/references/templates/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,714,11,0,0,0,0,"WebSite, WebPage",Integration Observability — Templates,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/interface-ownership/SKILL/index.html,https://dkharlanau.github.io/agent-skills/skills/interface-ownership/SKILL/,Interface Ownership,19,"Use when interface failures sit unresolved because teams point at each other, when a schema change breaks a consumer and no one knows who approved it, or when a",160,https://dkharlanau.github.io/agent-skills/skills/interface-ownership/SKILL/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,10,1024,11,0,0,0,0,"WebSite, WebPage",Interface Ownership,"Use when interface failures sit unresolved because teams point at each other, when a schema change breaks a consumer and no one knows who approved it, or when an AMS team lacks business context for in",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
agent-skills/skills/interface-ownership/references/examples/index.html,https://dkharlanau.github.io/agent-skills/skills/interface-ownership/references/examples/,Interface Ownership — Examples,30,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",147,https://dkharlanau.github.io/agent-skills/skills/interface-ownership/references/examples/,"index,follow,max-snippet:-1,max-image-preview:large,max-video-preview:-1",2,4,735,11,0,0,0,0,"WebSite, WebPage",Interface Ownership — Examples,"SAP AMS support, AI-assisted support automation, incident analysis, SD/MM issues, master data problems, and process optimization for SAP AMS teams.",https://dkharlanau.github.io/assets/og/default.png,summary_large_image,yes,no,,,"unverified_but_indexable, duplicate_h1"
